nameFirst,nameLast,yearID,teamID,POS,G,PO,A,E,DP,PB,WP,SB,CS
Joe,Ellick,1875,SL1,OF,2,4,0,2,0,,,,
,Evans,1875,NH1,OF,1,0,0,0,0,,,,
Bob,Ferguson,1875,HR1,3B,85,173,157,69,7,,,,
Bob,Ferguson,1875,HR1,P,1,0,0,0,0,,,,
Sam,Field,1875,PH3,C,2,14,1,6,0,0,,,
Sam,Field,1875,PH3,OF,1,1,0,1,0,,,,
Sam,Field,1875,WS6,C,4,18,1,7,0,0,,,
Sam,Field,1875,WS6,OF,1,1,0,0,0,,,,
Cherokee,Fisher,1875,PH2,OF,5,2,1,1,1,,,,
Cherokee,Fisher,1875,PH2,P,41,33,53,10,1,,,,
Wes,Fisler,1875,PH1,1B,46,450,6,20,25,,,,
Wes,Fisler,1875,PH1,2B,5,10,9,1,0,,,,
Wes,Fisler,1875,PH1,OF,10,7,1,3,0,,,,
Frank,Fleet,1875,SL2,3B,1,1,3,1,1,,,,
Frank,Fleet,1875,SL2,OF,1,1,0,1,0,,,,
Frank,Fleet,1875,SL2,P,3,2,7,1,1,,,,
Frank,Fleet,1875,BR2,2B,10,24,23,15,1,,,,
Frank,Fleet,1875,BR2,3B,1,0,0,0,0,,,,
Frank,Fleet,1875,BR2,C,11,34,7,16,1,0,,,
Frank,Fleet,1875,BR2,P,2,1,6,2,0,,,,
Frank,Fleet,1875,BR2,SS,9,9,19,8,0,,,,
Silver,Flint,1875,SL1,3B,1,0,0,1,0,,,,
Silver,Flint,1875,SL1,C,16,72,19,20,1,0,,,
Silver,Flint,1875,SL1,OF,2,2,0,1,0,,,,
Will,Foley,1875,CH2,3B,3,4,9,3,1,,,,
Davy,Force,1875,PH1,3B,2,3,1,1,0,,,,
Davy,Force,1875,PH1,SS,77,116,259,48,22,,,,
Chick,Fulmer,1875,PH2,3B,17,28,28,15,4,,,,
Chick,Fulmer,1875,PH2,SS,53,77,181,51,7,,,,
Washington,Fulmer,1875,BR2,OF,1,3,0,1,0,,,,
Pud,Galvin,1875,SL2,OF,6,6,0,1,0,,,,
Pud,Galvin,1875,SL2,P,8,1,22,2,1,,,,
Count,Gedney,1875,NY2,OF,67,201,8,39,2,,,,
Count,Gedney,1875,NY2,P,2,3,3,1,0,,,,
Billy,Geer,1875,NH1,1B,1,8,2,2,0,,,,
Billy,Geer,1875,NH1,2B,13,48,47,26,2,,,,
Billy,Geer,1875,NH1,3B,1,1,1,1,0,,,,
Billy,Geer,1875,NH1,OF,17,20,6,8,3,,,,
Billy,Geer,1875,NH1,SS,6,14,18,12,0,,,,
Joe,Gerhardt,1875,NY2,2B,13,28,37,15,5,,,,
Joe,Gerhardt,1875,NY2,3B,47,82,98,59,3,,,,
Joe,Gerhardt,1875,NY2,OF,1,0,0,0,0,,,,
Joe,Gerhardt,1875,NY2,SS,1,1,4,1,0,,,,
Hugh,Gilgan,1875,BR2,C,1,2,0,0,0,0,,,
Hugh,Gilgan,1875,BR2,OF,1,1,0,0,0,,,,
Thomas,Gilmore,1875,WS6,3B,1,0,0,0,0,,,,
Thomas,Gilmore,1875,WS6,C,2,3,3,3,0,0,,,
Thomas,Gilmore,1875,WS6,OF,1,1,1,0,0,,,,
Henry,Gilroy,1875,PH1,C,1,4,0,1,0,0,,,
Henry,Gilroy,1875,PH1,OF,1,1,2,2,0,,,,
John,Glenn,1875,CH2,1B,29,309,0,26,10,,,,
John,Glenn,1875,CH2,OF,44,103,3,12,1,,,,
Mike,Golden,1875,KEO,P,13,9,18,5,0,,,,
Mike,Golden,1875,CH2,OF,27,45,5,10,1,,,,
Mike,Golden,1875,CH2,P,14,13,21,6,0,,,,
Fred,Goldsmith,1875,NH1,2B,1,4,3,3,0,,,,
Wally,Goldsmith,1875,KEO,3B,13,12,23,8,2,,,,
Charlie,Gould,1875,NH1,1B,26,329,3,19,8,,,,
Charlie,Gould,1875,NH1,C,1,2,0,5,0,0,,,
Charlie,Gould,1875,NH1,OF,1,1,0,1,0,,,,
Bill,Hague,1875,SL2,1B,1,12,0,3,0,,,,
Bill,Hague,1875,SL2,3B,62,90,128,61,3,,,,
George,Hall,1875,PH1,1B,1,1,0,0,0,,,,
George,Hall,1875,PH1,OF,77,165,8,22,2,,,,
Jimmy,Hallinan,1875,KEO,SS,13,14,32,16,2,,,,
Jimmy,Hallinan,1875,NY2,3B,1,1,1,3,0,,,,
Jimmy,Hallinan,1875,NY2,OF,1,0,0,0,0,,,,
Jimmy,Hallinan,1875,NY2,SS,43,52,134,57,3,,,,
Jim,Hall,1875,KEO,OF,1,0,0,1,0,,,,
Bill,Harbridge,1875,HR1,1B,3,23,1,1,1,,,,
Bill,Harbridge,1875,HR1,2B,11,26,20,14,4,,,,
Bill,Harbridge,1875,HR1,C,31,150,26,26,1,0,,,
Bill,Harbridge,1875,HR1,OF,13,11,3,4,1,,,,
Bill,Harbridge,1875,HR1,SS,1,0,1,1,0,,,,
Rit,Harrison,1875,NH1,C,1,0,1,2,0,0,,,
Rit,Harrison,1875,NH1,SS,1,0,1,1,0,,,,
Scott,Hastings,1875,CH2,2B,3,2,7,3,0,,,,
Scott,Hastings,1875,CH2,C,46,171,53,51,2,0,,,
Scott,Hastings,1875,CH2,OF,29,29,8,11,0,,,,
John,Hatfield,1875,NY2,OF,1,2,0,0,0,,,,
Charlie,Hautz,1875,SL1,1B,19,231,3,20,6,,,,
Frank,Heifer,1875,BS1,1B,9,54,0,7,1,,,,
Frank,Heifer,1875,BS1,OF,6,12,0,3,0,,,,
Frank,Heifer,1875,BS1,P,2,0,0,0,0,,,,
,Hellings,1875,BR2,2B,1,3,3,2,0,,,,
Nat,Hicks,1875,NY2,C,60,296,67,80,7,0,,,
Nat,Hicks,1875,NY2,OF,5,5,1,1,0,,,,
Dick,Higham,1875,CH2,2B,13,34,38,17,2,,,,
Dick,Higham,1875,CH2,C,24,110,14,27,0,0,,,
Dick,Higham,1875,CH2,OF,14,11,1,3,0,,,,
Dick,Higham,1875,NY2,1B,2,12,0,3,0,,,,
Dick,Higham,1875,NY2,2B,6,23,14,9,1,,,,
Dick,Higham,1875,NY2,C,8,27,7,12,0,0,,,
Dick,Higham,1875,NY2,OF,3,2,0,0,0,,,,
Paul,Hines,1875,CH2,2B,30,88,110,36,11,,,,
Paul,Hines,1875,CH2,C,1,0,0,0,0,0,,,
Paul,Hines,1875,CH2,OF,39,81,7,11,3,,,,
Paul,Hines,1875,CH2,SS,1,0,1,1,1,,,,
Jim,Holdsworth,1875,NY2,OF,45,87,12,28,2,,,,
Jim,Holdsworth,1875,NY2,SS,26,33,74,35,5,,,,
Holly,Hollingshead,1875,WS6,OF,19,32,6,8,1,,,,
Bob,Addy,1876,CHN,OF,32,46,6,13,0,,,,
Art,Allison,1876,LS1,1B,8,90,1,4,2,,,,
Art,Allison,1876,LS1,OF,23,34,11,12,1,,,,
Doug,Allison,1876,HAR,C,40,201,43,33,2,12,,,
Doug,Allison,1876,HAR,OF,6,5,0,1,0,,,,
Fred,Andrus,1876,CHN,OF,8,5,0,2,0,,,,
Cap,Anson,1876,CHN,3B,66,135,147,50,8,,,,
Cap,Anson,1876,CHN,C,2,2,0,0,0,1,,,
Ross,Barnes,1876,CHN,2B,66,167,199,36,22,,,,
Ross,Barnes,1876,CHN,P,1,0,0,0,0,,,,
Joe,Battin,1876,SL3,2B,1,3,1,0,0,,,,
Joe,Battin,1876,SL3,3B,63,115,145,40,8,,,,
George,Bechtel,1876,LS1,OF,14,14,1,2,0,,,,
George,Bechtel,1876,NY3,OF,2,3,0,4,0,,,,
John,Bergh,1876,PHN,C,1,2,2,1,0,5,,,
John,Bergh,1876,PHN,OF,1,1,0,0,0,,,,
Oscar,Bielaski,1876,CHN,OF,32,41,4,14,1,,,,
Joe,Blong,1876,SL3,OF,62,64,13,9,2,,,,
Joe,Blong,1876,SL3,P,1,0,2,0,0,,,,
Tommy,Bond,1876,HAR,P,45,25,93,15,0,,,,
Amos,Booth,1876,CN1,3B,24,29,28,18,0,,,,
Amos,Booth,1876,CN1,C,24,77,29,38,3,26,,,
Amos,Booth,1876,CN1,OF,3,1,0,1,0,,,,
Amos,Booth,1876,CN1,P,3,0,1,1,0,,,,
Amos,Booth,1876,CN1,SS,22,31,59,18,7,,,,
Eddie,Booth,1876,NY3,2B,5,15,7,5,1,,,,
Eddie,Booth,1876,NY3,OF,53,73,11,26,0,,,,
Eddie,Booth,1876,NY3,P,1,0,0,0,0,,,,
Joe,Borden,1876,BSN,OF,16,5,1,7,0,,,,
Joe,Borden,1876,BSN,P,29,15,33,22,0,,,,
Foghorn,Bradley,1876,BSN,OF,4,2,0,1,0,,,,
Foghorn,Bradley,1876,BSN,P,22,10,24,2,0,,,,
George,Bradley,1876,SL3,P,64,50,87,12,4,,,,
Lew,Brown,1876,BSN,C,45,192,45,40,4,32,,,
Lew,Brown,1876,BSN,OF,1,1,0,0,0,,,,
Jack,Burdock,1876,HAR,2B,69,211,174,45,18,,,,
Jack,Burdock,1876,HAR,3B,1,0,1,0,1,,,,
Doc,Bushong,1876,PHN,C,5,24,6,9,0,12,,,
John,Carbine,1876,LS1,1B,6,71,1,10,4,,,,
John,Carbine,1876,LS1,OF,1,1,1,0,1,,,,
Tom,Carey,1876,HAR,SS,68,74,218,39,9,,,,
John,Cassidy,1876,HAR,1B,4,34,2,2,3,,,,
John,Cassidy,1876,HAR,OF,8,7,2,0,0,,,,
Jack,Chapman,1876,LS1,3B,1,1,0,1,1,,,,
Jack,Chapman,1876,LS1,OF,17,16,2,6,0,,,,
Bobby,Clack,1876,CN1,1B,5,45,0,1,1,,,,
Bobby,Clack,1876,CN1,2B,8,21,22,7,0,,,,
Bobby,Clack,1876,CN1,3B,3,3,6,4,0,,,,
Bobby,Clack,1876,CN1,OF,17,36,3,14,0,,,,
Bobby,Clack,1876,CN1,P,1,0,1,0,0,,,,
John,Clapp,1876,SL3,2B,1,0,0,1,0,,,,
John,Clapp,1876,SL3,C,61,333,56,56,5,52,,,
John,Clapp,1876,SL3,OF,4,2,0,1,0,,,,
Jim,Clinton,1876,LS1,1B,1,6,0,0,0,,,,
Jim,Clinton,1876,LS1,OF,14,14,4,5,1,,,,
Jim,Clinton,1876,LS1,P,1,0,3,2,0,,,,
Dan,Collins,1876,LS1,OF,7,8,2,1,1,,,,
William,Coon,1876,PHN,2B,4,8,10,8,1,,,,
William,Coon,1876,PHN,3B,4,5,3,8,0,,,,
William,Coon,1876,PHN,C,18,50,10,27,0,21,,,
William,Coon,1876,PHN,OF,29,43,8,16,1,,,,
William,Coon,1876,PHN,P,2,0,0,1,0,,,,
Bill,Craver,1876,NY3,2B,42,95,84,41,7,,,,
Bill,Craver,1876,NY3,C,11,57,21,26,2,8,,,
Bill,Craver,1876,NY3,SS,6,6,17,5,1,,,,
Candy,Cummings,1876,HAR,P,24,9,27,2,0,,,,
John,Curran,1876,PHN,C,2,9,1,7,0,2,,,
John,Curran,1876,PHN,OF,1,1,1,3,1,,,,
Ned,Cuthbert,1876,SL3,OF,63,95,7,19,2,,,,
Dory,Dean,1876,CN1,OF,5,4,0,2,0,,,,
Dory,Dean,1876,CN1,P,30,22,38,13,2,,,,
Dory,Dean,1876,CN1,SS,2,0,0,0,0,,,,
Herman,Dehlman,1876,SL3,1B,64,750,8,33,21,,,,
Jim,Devlin,1876,LS1,1B,1,8,1,1,1,,,,
Jim,Devlin,1876,LS1,P,68,44,100,9,4,,,,
Dave,Eggler,1876,PHN,OF,39,109,6,11,1,,,,
George,Fair,1876,NY3,2B,1,2,4,2,1,,,,
Bob,Ferguson,1876,HAR,3B,69,124,133,54,5,,,,
Sam,Field,1876,CN1,2B,2,6,1,3,0,,,,
Sam,Field,1876,CN1,C,3,4,0,2,0,1,,,
Cherokee,Fisher,1876,CN1,1B,1,4,0,0,0,,,,
Cherokee,Fisher,1876,CN1,OF,11,12,1,1,0,,,,
Cherokee,Fisher,1876,CN1,P,28,19,27,12,0,,,,
Cherokee,Fisher,1876,CN1,SS,1,3,1,2,0,,,,
Wes,Fisler,1876,PHN,1B,14,141,4,3,3,,,,
Wes,Fisler,1876,PHN,2B,21,45,65,22,7,,,,
Wes,Fisler,1876,PHN,OF,24,46,5,5,1,,,,
Wes,Fisler,1876,PHN,SS,1,2,1,0,0,,,,
Will,Foley,1876,CN1,3B,46,67,101,41,4,,,,
Will,Foley,1876,CN1,C,20,70,10,22,1,19,,,
Davy,Force,1876,PHN,3B,2,2,3,2,0,,,,
Davy,Force,1876,PHN,SS,60,108,237,39,11,,,,
Davy,Force,1876,NY3,SS,1,2,3,1,0,,,,
Bill,Fouser,1876,PHN,1B,1,7,1,3,0,,,,
Bill,Fouser,1876,PHN,2B,14,34,52,18,3,,,,
Bill,Fouser,1876,PHN,OF,7,11,3,3,0,,,,
Chick,Fulmer,1876,LS1,SS,66,83,209,47,13,,,,
Joe,Gerhardt,1876,LS1,1B,54,664,13,40,13,,,,
Joe,Gerhardt,1876,LS1,2B,5,16,16,2,1,,,,
Joe,Gerhardt,1876,LS1,3B,2,5,4,4,0,,,,
Joe,Gerhardt,1876,LS1,OF,2,7,3,0,0,,,,
Joe,Gerhardt,1876,LS1,SS,3,3,8,1,1,,,,
John,Glenn,1876,CHN,1B,15,112,0,8,4,,,,
John,Glenn,1876,CHN,OF,56,128,5,18,1,,,,
Charlie,Gould,1876,CN1,1B,61,584,13,39,28,,,,
Charlie,Gould,1876,CN1,P,2,0,1,1,0,,,,
Bill,Hague,1876,LS1,3B,67,67,89,51,5,,,,
Bill,Hague,1876,LS1,SS,1,0,1,1,0,,,,
George,Hall,1876,PHN,OF,60,150,7,39,3,,,,
Jimmy,Hallinan,1876,NY3,2B,4,4,6,6,0,,,,
Jimmy,Hallinan,1876,NY3,OF,2,0,0,0,0,,,,
Jimmy,Hallinan,1876,NY3,SS,50,45,172,67,7,,,,
Bill,Harbridge,1876,HAR,1B,2,9,0,2,0,,,,
Bill,Harbridge,1876,HAR,C,24,97,30,32,0,9,,,
Bill,Harbridge,1876,HAR,OF,6,5,1,2,1,,,,
Scott,Hastings,1876,LS1,C,5,24,6,11,0,13,,,
Scott,Hastings,1876,LS1,OF,65,98,11,16,4,,,,
John,Hatfield,1876,NY3,2B,1,1,4,1,0,,,,
John,Hayes,1876,NY3,OF,5,15,0,2,0,,,,
George,Heubel,1876,NY3,1B,1,6,0,2,0,,,,
Nat,Hicks,1876,NY3,C,45,222,47,94,3,28,,,
Dick,Higham,1876,HAR,2B,1,3,2,0,0,,,,
Dick,Higham,1876,HAR,C,13,38,14,14,0,10,,,
Dick,Higham,1876,HAR,OF,59,57,16,11,1,,,,
Dick,Higham,1876,HAR,SS,1,1,3,1,0,,,,
Paul,Hines,1876,CHN,2B,1,0,0,0,0,,,,
Paul,Hines,1876,CHN,OF,64,159,8,14,4,,,,
Bill,Holbert,1876,LS1,C,12,62,24,16,3,7,,,
Jim,Holdsworth,1876,NY3,2B,3,10,4,2,1,,,,
Jim,Holdsworth,1876,NY3,OF,49,109,10,13,1,,,,
Bob,Addy,1877,CN1,OF,57,74,17,22,5,,,,
Doug,Allison,1877,HAR,C,29,127,36,19,4,16,,,
Cap,Anson,1877,CHN,3B,40,74,77,20,9,,,,
Cap,Anson,1877,CHN,C,31,103,41,22,5,26,,,
Ross,Barnes,1877,CHN,2B,22,49,70,23,5,,,,
John,Bass,1877,HAR,OF,1,0,0,0,0,,,,
Joe,Battin,1877,SL3,2B,21,54,59,24,4,,,,
Joe,Battin,1877,SL3,3B,32,58,77,29,6,,,,
Joe,Battin,1877,SL3,OF,5,4,0,2,0,,,,
Joe,Battin,1877,SL3,P,1,0,0,0,0,,,,
Joe,Blong,1877,SL3,OF,40,60,6,13,0,,,,
Joe,Blong,1877,SL3,P,25,13,24,5,0,,,,
Tommy,Bond,1877,BSN,OF,3,1,0,0,0,,,,
Tommy,Bond,1877,BSN,P,58,29,104,9,2,,,,
Amos,Booth,1877,CN1,2B,10,26,27,9,1,,,,
Amos,Booth,1877,CN1,3B,3,5,4,2,1,,,,
Amos,Booth,1877,CN1,C,12,25,16,12,2,11,,,
Amos,Booth,1877,CN1,OF,1,0,0,1,0,,,,
Amos,Booth,1877,CN1,P,12,3,11,1,1,,,,
Amos,Booth,1877,CN1,SS,13,18,40,10,1,,,,
George,Bradley,1877,CHN,1B,3,12,0,0,0,,,,
George,Bradley,1877,CHN,3B,16,11,18,13,1,,,,
George,Bradley,1877,CHN,OF,1,0,0,0,0,,,,
George,Bradley,1877,CHN,P,50,25,71,5,1,,,,
Lew,Brown,1877,BSN,1B,4,27,0,0,0,,,,
Lew,Brown,1877,BSN,C,55,360,67,49,5,39,,,
Josh,Bunce,1877,HAR,OF,1,1,0,0,0,,,,
Jack,Burdock,1877,HAR,2B,55,185,189,40,25,,,,
Jack,Burdock,1877,HAR,3B,3,5,12,4,0,,,,
Tom,Carey,1877,HAR,SS,60,49,203,53,11,,,,
John,Cassidy,1877,HAR,OF,58,41,16,22,2,,,,
John,Cassidy,1877,HAR,P,2,1,2,1,0,,,,
John,Clapp,1877,SL3,1B,1,9,1,0,0,,,,
John,Clapp,1877,SL3,C,53,269,44,40,2,45,,,
John,Clapp,1877,SL3,OF,10,7,0,2,0,,,,
Bill,Craver,1877,LS1,SS,57,71,175,26,15,,,,
Art,Croft,1877,SL3,1B,28,290,7,9,10,,,,
Art,Croft,1877,SL3,2B,1,2,2,1,0,,,,
Art,Croft,1877,SL3,OF,25,48,3,13,0,,,,
Bill,Crowley,1877,LS1,2B,1,1,1,0,0,,,,
Bill,Crowley,1877,LS1,3B,1,1,1,2,0,,,,
Bill,Crowley,1877,LS1,C,2,8,1,0,0,2,,,
Bill,Crowley,1877,LS1,OF,58,109,20,23,2,,,,
Bill,Crowley,1877,LS1,SS,2,4,4,0,0,,,,
Candy,Cummings,1877,CN1,OF,3,5,1,1,0,,,,
Candy,Cummings,1877,CN1,P,19,6,31,3,0,,,,
Ned,Cuthbert,1877,CN1,OF,12,34,5,8,2,,,,
Herman,Dehlman,1877,SL3,1B,31,306,4,23,14,,,,
Herman,Dehlman,1877,SL3,OF,1,3,0,0,0,,,,
Jim,Devlin,1877,LS1,P,61,30,110,10,2,,,,
Mike,Dorgan,1877,SL3,2B,1,0,0,0,0,,,,
Mike,Dorgan,1877,SL3,3B,2,2,2,1,0,,,,
Mike,Dorgan,1877,SL3,C,12,44,13,12,0,13,,,
Mike,Dorgan,1877,SL3,OF,50,70,5,16,3,,,,
Mike,Dorgan,1877,SL3,SS,1,2,1,0,0,,,,
Charlie,Eden,1877,CHN,OF,15,17,2,9,1,,,,
Dave,Eggler,1877,CHN,OF,33,60,8,11,3,,,,
Bob,Ferguson,1877,HAR,3B,56,109,155,50,6,,,,
Bob,Ferguson,1877,HAR,P,3,4,4,1,0,,,,
Cherokee,Fisher,1877,CHN,3B,1,0,2,1,0,,,,
Will,Foley,1877,CN1,3B,56,94,130,44,9,,,,
Davy,Force,1877,SL3,3B,8,11,15,2,0,,,,
Davy,Force,1877,SL3,SS,50,75,160,22,9,,,,
Joe,Gerhardt,1877,LS1,1B,1,11,0,0,0,,,,
Joe,Gerhardt,1877,LS1,2B,57,167,244,52,30,,,,
Joe,Gerhardt,1877,LS1,OF,1,3,0,0,0,,,,
Joe,Gerhardt,1877,LS1,SS,1,2,4,0,0,,,,
Jack,Gleason,1877,SL3,OF,1,0,0,0,0,,,,
John,Glenn,1877,CHN,1B,14,160,4,13,9,,,,
John,Glenn,1877,CHN,OF,36,66,7,4,1,,,,
Charlie,Gould,1877,CN1,1B,24,229,9,20,13,,,,
Charlie,Gould,1877,CN1,OF,1,2,0,0,0,,,,
Bill,Hague,1877,LS1,3B,59,78,78,29,4,,,,
John,Haldeman,1877,LS1,2B,1,0,4,3,0,,,,
George,Hall,1877,LS1,OF,61,92,7,11,1,,,,
Jimmy,Hallinan,1877,CN1,2B,16,52,36,15,8,,,,
Jimmy,Hallinan,1877,CHN,OF,19,27,1,7,1,,,,
Bill,Harbridge,1877,HAR,2B,4,8,13,10,0,,,,
Bill,Harbridge,1877,HAR,3B,1,0,0,0,0,,,,
Bill,Harbridge,1877,HAR,C,32,143,27,23,2,22,,,
Bill,Harbridge,1877,HAR,OF,5,12,1,0,0,,,,
Scott,Hastings,1877,CN1,C,20,63,24,23,1,29,,,
Scott,Hastings,1877,CN1,OF,1,0,0,0,0,,,,
Nat,Hicks,1877,CN1,C,8,31,15,7,3,6,,,
Paul,Hines,1877,CHN,2B,11,27,36,17,4,,,,
Paul,Hines,1877,CHN,OF,49,75,4,19,1,,,,
Jim,Holdsworth,1877,HAR,OF,55,79,11,18,1,,,,
Doug,Allison,1878,PRO,C,19,96,27,12,1,20,,,
Doug,Allison,1878,PRO,P,1,0,0,0,0,,,,
Cap,Anson,1878,CHN,2B,9,22,26,7,4,,,,
Cap,Anson,1878,CHN,3B,3,0,5,3,0,,,,
Cap,Anson,1878,CHN,C,3,13,5,1,3,11,,,
Cap,Anson,1878,CHN,OF,48,60,6,14,0,,,,
Charlie,Bennett,1878,ML2,C,35,176,31,42,4,25,,,
Charlie,Bennett,1878,ML2,OF,20,21,2,9,0,,,,
Frank,Bliss,1878,ML2,3B,1,2,2,0,0,,,,
Frank,Bliss,1878,ML2,C,1,7,1,1,0,6,,,
Tommy,Bond,1878,BSN,OF,2,0,0,0,0,,,,
Tommy,Bond,1878,BSN,P,59,27,117,9,4,,,,
Lew,Brown,1878,PRO,1B,15,178,3,11,7,,,,
Lew,Brown,1878,PRO,C,45,232,84,43,11,55,,,
Lew,Brown,1878,PRO,OF,1,0,0,0,0,,,,
